ROL3,Language,Status,NbrPGICs,NbrCountries,JPScale,LeastReached,JPPopulation,BibleStatus,TranslationNeedQuestionable,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical
apj,"Apache, Jicarilla",L,1,1,4,N,2900,2,Y,,,1965,N,Y,,1,Christianity,60,3
apk,"Apache, Kiowa",N,1,1,4,N,1450,0,Y,,,,N,N,,1,Christianity,60,4
apl,"Apache, Lipan",N,,,,N,,1,N,,,,N,N,,,,,
apm,"Apache, Mescalero-Chiricahua",L,1,1,4,N,2900,0,Y,,,,N,Y,,1,Christianity,60,5
apw,"Apache, Western",L,1,1,4,N,17500,3,N,,1966-2012,1958,N,Y,573,1,Christianity,60,7
apy,Apalai,L,1,1,5,N,450,3,N,,1986,1972-1975,N,Y,865,1,Christianity,80,40
ena,Apali,L,1,1,5,N,1350,2,N,,,1992-2005,N,Y,,1,Christianity,90,20
apt,Apatani,L,1,,3,N,32100,3,N,,2004,Yes,N,Y,,9,Unknown,36.16,
api,Apiaka,N,,,,N,,0,Y,,,,N,N,,,,,
apn,Apinaye,L,1,1,5,N,1870,3,N,,1999-2010,1967-1989,Y,Y,514,1,Christianity,80,35
app,Apma,L,1,1,5,N,10700,2,N,,,1977,N,Y,,1,Christianity,98,43
apu,Apurina,L,1,1,5,N,7580,3,N,,2004,1993,Y,N,864,4,Ethnic Religions,40,20
apx,Aputai,N,1,1,4,N,230,1,N,,,,N,N,,4,Ethnic Religions,12,7
ard,Arabana,N,,,,N,,0,Y,,,,N,N,,,,,
arl,Arabela,N,1,1,2,N,590,3,N,,1986-2008,1965-2002,N,Y,519,1,Christianity,60,0.6
aao,"Arabic, Algerian Saharan Spoken",L,7,6,1,Y,414000,0,Y,,,,Y,Y,,6,Islam,1.94,0.48
arq,"Arabic, Algerian Spoken",L,28,17,1,Y,32541000,3,N,,1965,1872-1964,Y,Y,,6,Islam,0.82,0.73
bbz,"Arabic, Babalia Creole",N,1,1,1,Y,10800,0,Y,,,,N,N,,6,Islam,0,0
abv,"Arabic, Baharna Spoken",L,2,2,1,Y,766000,0,Y,,,,N,N,,6,Islam,3.39,0.9
shu,"Arabic, Chadian Spoken",L,10,7,1,Y,3150000,3,N,,1967-1991,1964,Y,Y,501,6,Islam,0.42,0.32
acy,"Arabic, Cypriot Spoken",N,1,1,2,N,420,0,Y,,,,N,N,,1,Christianity,95,0.2
adf,"Arabic, Dhofari Spoken",L,1,1,1,Y,130000,0,Y,,,,N,N,,6,Islam,1,0.4
avl,"Arabic, Eastern Egyptian Bedawi Spoken",L,7,6,1,Y,2210000,1,N,,,,N,Y,,6,Islam,0.01,0
arz,"Arabic, Egyptian Spoken",L,38,34,4,N,59356000,3,N,,1932,1905-1991,Y,Y,,6,Islam,14.69,3.87
afb,"Arabic, Gulf Spoken",L,18,13,1,Y,8413000,1,N,,,,Y,Y,,6,Islam,0.95,0.23
ayh,"Arabic, Hadrami Spoken",L,3,3,1,Y,585000,1,N,,,,N,N,,6,Islam,0,0
acw,"Arabic, Hijazi Spoken",L,5,5,1,Y,10092000,1,N,,,,N,N,,6,Islam,0.29,0.09
yhd,"Arabic, Judeo-Iraqi",L,2,2,1,Y,97300,0,Y,,,,N,Y,,4,Ethnic Religions,0.03,0
aju,"Arabic, Judeo-Moroccan",L,2,2,1,Y,54100,0,Y,,,,N,N,,4,Ethnic Religions,0,0
yud,"Arabic, Judeo-Tripolitanian",L,1,1,1,Y,36900,0,Y,,,,N,N,,4,Ethnic Religions,0,0
ajt,"Arabic, Judeo-Tunisian",L,2,2,1,Y,12300,2,Y,,,1897-1937,N,N,,4,Ethnic Religions,0,0
jye,"Arabic, Judeo-Yemeni",L,1,1,1,Y,35100,0,Y,,,,N,N,,4,Ethnic Religions,0,0
ayl,"Arabic, Libyan Spoken",L,22,11,1,Y,6618000,1,N,,,,N,N,,6,Islam,1.26,0.12
acm,"Arabic, Mesopotamian Spoken",L,31,29,1,Y,18949000,1,N,,,,Y,Y,,6,Islam,0.63,0.2
ary,"Arabic, Moroccan Spoken",L,28,22,1,Y,24734000,3,N,,1932-2012,1902-1952,Y,Y,558,6,Islam,0.12,0.03
ars,"Arabic, Najdi Spoken",L,12,11,1,Y,17061000,2,N,,,2013,N,N,,6,Islam,0.46,0.07
apc,"Arabic, North Levantine Spoken",L,122,86,3,N,29814000,2,N,,,1973,N,Y,,6,Islam,15.3,0.35
ayp,"Arabic, North Mesopotamian Spoken",L,5,5,1,Y,8958000,1,N,,,,Y,Y,,6,Islam,0.68,0.19
acx,"Arabic, Omani Spoken",L,11,10,1,Y,2196000,1,N,,,,N,N,,6,Islam,1.36,0.79
aec,"Arabic, Saidi Spoken",L,3,3,4,N,22054000,1,N,,,,N,Y,,6,Islam,13.99,3.99
ayn,"Arabic, Sanaani Spoken",L,3,3,1,Y,11552000,1,N,,,,N,Y,,6,Islam,0,0
ssh,"Arabic, Shihhi Spoken",L,2,2,1,Y,62800,0,Y,,,,N,N,,6,Islam,0,0
ajp,"Arabic, South Levantine Spoken",L,40,29,3,N,13841000,2,N,,,1940-1973,Y,Y,,6,Islam,5.33,0.38
arb,"Arabic, Standard",L,,,,N,,4,N,1984-2006,1980-1982,1984,Y,Y,13,,,,
pga,"Arabic, Sudanese Creole",L,4,4,1,Y,137000,2,N,,,1983-1985,N,Y,,6,Islam,1.25,0.12
apd,"Arabic, Sudanese Spoken",L,78,20,1,Y,37857000,3,N,,1978,1927-1964,Y,Y,,6,Islam,4.37,0.29
acq,"Arabic, Taizzi-Adeni Spoken",L,19,16,1,Y,13794000,1,N,,,,Y,Y,,6,Islam,0,0
abh,"Arabic, Tajiki Spoken",L,2,2,1,Y,16400,0,Y,,,,N,Y,,6,Islam,0.18,0.18
aeb,"Arabic, Tunisian Spoken",L,14,10,1,Y,10861000,2,N,,,1903-1928,Y,Y,1304,6,Islam,0.22,0
auz,"Arabic, Uzbeki Spoken",N,4,4,1,Y,17900,0,Y,,,,N,N,,6,Islam,3.4,0.18
arg,Aragonese,L,1,1,2,N,2278000,2,N,,,2008,N,Y,,1,Christianity,82,1.2
akr,Araki,N,,,,N,,0,Y,,,,N,Y,,,,,
atq,Aralle-Tabulahan,L,1,1,4,N,19700,3,Y,,2004,1999-2000,N,Y,,1,Christianity,55,3
stk,Arammba,L,1,1,4,N,1340,2,N,,,2002-2003,Y,Y,,4,Ethnic Religions,35,8
aaf,Aranadan,L,1,,1,Y,220,0,Y,,,,N,Y,,5,Hinduism,0,
jbj,Arandai,L,1,1,4,N,1520,0,Y,,,,N,Y,,1,Christianity,65,6
aro,Araona,L,1,1,5,N,110,2,N,,,1974-1984,N,Y,,1,Christianity,65,35
arp,Arapaho,L,,,,N,,2,Y,,,1903,N,Y,1369,,,,
arj,Arapaso,N,,,,N,,1,N,,,,N,N,,,,,
aah,"Arapesh, Abu'",L,1,1,2,N,3750,1,N,,,,N,N,,1,Christianity,75,2
aon,"Arapesh, Bumbita",L,1,1,5,N,6000,2,Y,,,2007,N,Y,,1,Christianity,100,25
axg,"Arara, Mato Grosso",N,,,,N,,1,N,,,,N,N,,,,,
aap,"Arara, Para",L,1,1,3,N,430,1,N,,,,N,N,,4,Ethnic Religions,30,1
arw,Arawak,N,5,5,4,N,23500,2,Y,,,1850-1978,N,Y,,1,Christianity,88.53,9.74
awt,Arawete,L,1,1,2,N,480,1,N,,,,N,N,,1,Christianity,80,1
awm,Arawum,L,1,1,5,N,90,0,Y,,,,N,N,,1,Christianity,100,24
arv,Arbore,L,1,1,1,Y,10500,0,Y,,,,N,Y,,4,Ethnic Religions,1.3,1.3
aqc,Archi,L,1,1,1,Y,2050,1,N,,,,N,N,,6,Islam,1,0
mwc,Are,L,1,1,5,N,3770,4,N,1925,1921,1904-2011,N,Y,1404,1,Christianity,100,16
alu,Areare,L,1,1,5,N,26300,2,N,,,1957-2008,N,Y,,1,Christianity,97,32
aem,Arem,N,1,1,1,Y,750,0,Y,,,,N,N,,4,Ethnic Religions,0,0
aed,Argentine Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
agj,Argobba,L,1,1,1,Y,203000,1,N,,,,N,N,,6,Islam,4.6,1.5
agf,Arguni,L,1,1,3,N,190,0,Y,,,,N,Y,,4,Ethnic Religions,15,2
aqr,Arha,N,1,1,4,N,190,0,Y,,,,N,N,,1,Christianity,100,4
aok,Arho,N,1,1,4,N,350,1,N,,,,N,N,,1,Christianity,100,10
arh,Arhuaco,L,1,1,4,N,13900,2,N,,,2005,N,Y,,4,Ethnic Religions,20,9
aac,Ari,L,1,1,5,N,80,0,Y,,,,N,Y,,1,Christianity,83,30
ylu,Aribwaung,L,1,1,5,N,610,1,N,,,,N,N,,1,Christianity,100,25
aqg,Arigidi,L,1,1,4,N,111000,1,N,,,,N,Y,,4,Ethnic Religions,30,5
ark,Arikapu,N,1,1,4,N,30,0,Y,,,,N,N,,4,Ethnic Religions,20,10
ari,Arikara,N,1,1,4,N,3240,0,Y,,,,N,N,,1,Christianity,60,4
luc,Aringa,L,1,1,1,Y,512000,3,N,,2014,2003-2008,Y,Y,,6,Islam,1.9,1.5
hye,Armenian,L,57,56,4,N,6327000,4,N,1883-1994,1834-1994,434--1991,Y,Y,194,1,Christianity,94.49,8.38
aen,Armenian Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
rup,Aromanian,L,8,8,2,N,326000,2,N,,,1881-1889,Y,N,,1,Christianity,84.5,0.92
apr,Arop-Lokep,L,2,1,5,N,4500,2,N,,,1990-2003,N,Y,1409,1,Christianity,91.67,18.65
aps,Arop-Sissano,L,1,1,5,N,1880,2,N,,,1988-2011,N,N,,1,Christianity,100,13
aia,Arosi,L,1,1,5,N,9930,3,N,,2005,1905-2002,N,Y,,1,Christianity,96,34
frp,Arpitan,L,3,3,2,N,144000,2,Y,,,1830,N,N,,1,Christianity,70.07,0.48
are,"Arrarnta, Western",L,1,1,5,N,1630,3,N,,1956,1925-1928,N,Y,,1,Christianity,70,12
aer,"Arrernte, Eastern",L,1,1,3,N,2830,1,N,,,,N,Y,,4,Ethnic Religions,40,2
atz,Arta,N,1,1,4,N,150,0,Y,,,,N,N,,1,Christianity,60,10
arx,Arua,N,1,1,3,N,100,0,Y,,,,N,Y,,4,Ethnic Religions,20,2
msy,Aruamu,L,1,1,5,N,16400,3,N,,2005,1996-2010,N,Y,913,1,Christianity,97,13
aur,Aruek,L,1,1,5,N,1030,1,N,,,,N,N,,1,Christianity,100,27
lsr,Aruop,L,1,1,5,N,1480,1,N,,,,N,Y,,1,Christianity,100,29
atx,Arutani,N,1,1,5,N,20,0,Y,,,,N,N,,4,Ethnic Religions,40,20
asz,As,L,1,1,4,N,390,0,Y,,,,N,N,,4,Ethnic Religions,44,5
mtv,Asaro'o,L,1,1,5,N,1720,1,N,,,,N,N,,1,Christianity,95,22
asd,Asas,L,1,1,5,N,840,0,Y,,,,N,N,,1,Christianity,100,20
cni,Ashaninka,L,1,1,2,N,30800,3,N,,1972-2008,1960-2005,N,Y,575,1,Christianity,65,1.5
ahs,Ashe,L,1,1,5,N,44900,1,N,,,,N,Y,,1,Christianity,75,60
cjo,Asheninka Pajonal,L,1,1,4,N,14200,3,N,,2002-2008,1976-1986,N,Y,568,1,Christianity,55,4
prq,Asheninka Perene,L,1,1,2,N,6620,1,N,,,,N,N,,1,Christianity,60,2
cpu,"Asheninka, Pichis",L,2,2,3,N,15500,3,N,,1996-2008,1982-1987,N,N,238,4,Ethnic Religions,38.01,0.98
cpy,"Asheninka, South Ucayali",L,1,1,4,N,16600,2,N,,,1976-1986,N,N,1350,1,Christianity,55,4
cpb,"Asheninka, Ucayali-Yurua",L,2,2,2,N,9430,3,N,,2000,2000,N,N,569,1,Christianity,60,1.62
ask,Ashkun,L,1,1,1,Y,41800,1,N,,,,N,Y,,6,Islam,0,0
atn,Ashtiani,L,1,1,1,Y,25500,1,N,,,,N,N,,6,Islam,0,0
asl,Asilulu,L,1,1,1,Y,12700,1,N,,,,N,N,,6,Islam,5,0.5
eiv,Askopan,L,1,1,4,N,2960,1,N,,,,N,N,,1,Christianity,90,10
asc,"Asmat, Casuarina Coast",L,1,1,4,N,13000,1,N,,,,N,Y,,1,Christianity,60,4
cns,"Asmat, Central",L,1,1,4,N,14900,3,N,,1985,1966-1976,N,Y,,1,Christianity,80,8
nks,"Asmat, North",L,1,1,4,N,1400,1,N,,,,N,N,,1,Christianity,80,3
asy,"Asmat, Yaosakor",L,1,1,4,N,2880,3,N,,1995,Yes,N,Y,,1,Christianity,68,4
asv,Asoa,L,1,1,4,N,40300,1,N,,,,N,N,,1,Christianity,65,10
asm,Assamese,L,319,,1,Y,17502000,4,N,1833-1995,1819-1993,1822-1974,Y,Y,,5,Hinduism,2.63,
sjg,Assangori,L,2,2,1,Y,84900,1,N,,,,N,Y,,6,Islam,0.01,0
asb,Assiniboine,N,2,2,5,N,5130,0,Y,,,,N,Y,,1,Christianity,84.57,17
aii,Assyrian Neo-Aramaic,L,23,23,2,N,656000,4,N,1852-1919,1846-2002,1840-1993,Y,Y,,1,Christianity,94.14,1.36
ast,Asturian,L,2,2,2,N,579000,3,Y,,1997,1871-1991,N,N,,1,Christianity,84.1,1
asa,Asu,L,1,1,5,N,791000,3,N,,1922-1967,1910-1960,Y,Y,,6,Islam,40,12
aum,Asu,L,1,1,1,Y,8760,1,N,,,,N,N,,6,Islam,4,0
aua,Asumboa,N,1,1,5,N,120,0,Y,,,,N,N,,1,Christianity,95,17
asr,Asuri,L,1,,3,N,18400,1,N,,,,N,Y,,9,Unknown,13.44,
asn,Asurini of Xingu,L,1,1,3,N,170,1,N,,,,N,N,,4,Ethnic Religions,50,2
asu,"Asurini, Tocantins",L,1,1,5,N,650,2,Y,,,1973-1979,N,Y,,1,Christianity,80,35
atm,Ata,N,,,,N,,0,Y,,,,N,N,,,,,
tay,Atayal,L,1,1,4,N,80500,4,N,2002,1974,1964,N,Y,,1,Christianity,90,9
ate,Atemble,L,1,1,5,N,90,0,Y,,,,N,N,,1,Christianity,100,20
aph,Athpariya,L,2,,1,Y,5610,1,N,,,,Y,N,,5,Hinduism,0,
atk,Ati,L,1,1,3,N,11500,0,Y,,,,N,Y,,4,Ethnic Religions,9,1.5
atj,Atikamekw,L,1,1,4,N,6180,2,N,,,1980-2007,N,N,,1,Christianity,96,7
aqm,Atohwaim,L,1,1,4,N,1510,1,N,,,,N,Y,,1,Christianity,65,3
aot,Atong,L,,,,N,,0,Y,,,,N,Y,,,,,
ato,Atong,L,1,1,2,N,6910,1,N,,,,N,Y,,1,Christianity,62,0.3
aox,Atorada,N,,,,N,,0,Y,,,,N,N,,,,,
cch,Atsam,L,1,1,5,N,90100,2,N,,,1923-1932,N,Y,,1,Christianity,70,15
atw,Atsugewi,N,,,,N,,1,N,,,,N,N,,,,,
azt,"Atta, Faire",L,1,1,1,Y,410,0,Y,,,,N,Y,,4,Ethnic Religions,4,2
att,"Atta, Pamplona",L,1,1,4,N,1410,3,N,,1996,1969-2001,N,N,1131,4,Ethnic Religions,20,7
atp,"Atta, Pudtol",L,1,1,3,N,970,0,Y,,,,N,N,,4,Ethnic Religions,6,1
ati,Attie,L,1,1,5,N,627000,3,N,,1995,1931-1991,N,Y,,1,Christianity,70,15
avt,Au,L,1,1,5,N,11900,3,N,,1982,1971-1972,N,Y,967,1,Christianity,95,17
kud,Auhelawa,L,1,1,5,N,2190,2,N,,,1986-1993,N,Y,1069,1,Christianity,90,19
djk,Aukan,L,3,3,4,N,53200,3,N,,1999-2009,1975-1996,Y,Y,964,1,Christianity,83.95,9.46
aul,Aulua,L,1,1,5,N,1250,2,N,,,1894-1925,N,Y,,1,Christianity,98,45
auh,Aushi,L,2,2,5,N,519000,1,N,,,,N,N,,1,Christianity,94.96,19.74
aut,Austral,L,1,1,5,N,3330,0,Y,,,,N,N,,1,Christianity,88,16
asw,Australian Aborigines Sign Language,L,,,,N,,0,Y,,,,N,N,,,,,
asf,Australian Sign Language,L,1,1,,N,,2,N,,,1999-2002,Y,N,,,,,
asq,Austrian Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
smf,Auwe,L,1,1,4,N,570,1,N,,,,N,Y,,1,Christianity,94,9
auu,Auye,L,1,1,4,N,510,2,N,,,1993-2007,N,N,,1,Christianity,60,5
avv,Ava-Canoeiro,N,1,1,4,N,50,1,N,,,,N,N,,4,Ethnic Religions,10,8
ava,Avar,L,11,8,1,Y,971000,3,N,,2008,1979-2007,Y,Y,,6,Islam,0,0
avn,Avatime,L,1,1,5,N,34300,1,N,,,,N,Y,,1,Christianity,90,21
avb,Avau,L,1,1,5,N,880,1,N,,,,N,N,,1,Christianity,95,14
tmb,Avava,L,1,1,5,N,9040,1,N,,,,N,N,,1,Christianity,89,40
avi,Avikam,L,1,1,4,N,34800,2,N,,,1957,Y,Y,,1,Christianity,90,5
avu,Avokaya,L,2,2,4,N,112000,3,N,,2002,1986-1998,Y,Y,,1,Christianity,74.95,6.5
awb,Awa,L,1,1,5,N,2830,3,N,,1974-2002,1964,N,Y,932,1,Christianity,90,11
vwa,Awa,L,1,1,1,Y,100000,1,N,,,,N,N,,4,Ethnic Religions,4,2
kwi,Awa-Cuaiquer,L,2,2,4,N,17900,3,N,,2002,1979-1982,N,Y,1092,1,Christianity,65,5.77
awk,Awabakal,N,,,,N,,2,N,,,1891,N,N,,,,,
bcu,Awad Bing,L,1,1,5,N,1950,2,N,,,1992-2000,N,Y,,1,Christianity,100,25
awa,Awadhi,L,328,,1,Y,12569000,4,N,2000-2005,1996,1820-1911,Y,Y,,5,Hinduism,0.16,
agr,Awajun,L,1,1,3,N,47100,3,N,,1973-2005,1942-2010,N,Y,515,4,Ethnic Religions,7,0.1
awo,Awak,L,1,1,4,N,11200,2,N,,,2008,Y,Y,,4,Ethnic Religions,40,6
agu,Awakateko,L,1,1,4,N,28100,4,N,2003,1971-1993,1958-1998,N,Y,941,1,Christianity,85,6
aya,Awar,L,1,1,5,N,1510,1,N,,,,N,N,,1,Christianity,100,21
awx,Awara,L,1,1,5,N,2160,1,N,,,,N,N,1335,1,Christianity,97,24
awh,Awbono,L,1,1,4,N,460,1,N,,,,N,N,,1,Christianity,70,10
bob,Aweer,L,2,2,1,Y,9010,1,N,,,,N,Y,,6,Islam,2,0.31
awr,Awera,L,1,1,4,N,190,0,Y,,,,N,N,,1,Christianity,55,4
awe,Aweti,L,1,1,3,N,180,1,N,,,,N,N,,4,Ethnic Religions,40,1
azo,Awing,L,1,1,4,N,30600,1,N,,,,N,Y,,1,Christianity,73,7
auy,Awiyaana,L,1,1,5,N,16600,3,N,,1984,1980,N,Y,845,1,Christianity,96,20
auj,Awjilah,N,1,1,1,Y,2020,0,Y,,,,N,N,,6,Islam,0,0
awn,Awngi,L,2,1,2,N,920000,2,N,,,2009,Y,Y,,1,Christianity,99.3,0.2
kmn,Awtuw,L,1,1,5,N,710,1,N,,,,N,Y,,1,Christianity,90,16
yiu,Awu,L,1,1,4,N,31300,0,Y,,,,N,Y,,4,Ethnic Religions,3,2.4
aww,Awun,L,1,1,4,N,560,1,N,,,,N,Y,,4,Ethnic Religions,25,5
afu,Awutu,L,1,1,5,N,143000,1,N,,,,N,Y,,1,Christianity,90,22
auw,Awyi,N,1,1,4,N,440,0,Y,,,,N,N,,1,Christianity,70,4
psa,"Awyu, Asue",L,1,1,4,N,7970,2,N,,,1985,N,Y,,1,Christianity,65,4
awu,"Awyu, Central",L,1,1,4,N,9290,2,N,,,1985,N,Y,,1,Christianity,65,9
awy,"Awyu, Edera",L,1,1,4,N,4640,1,N,,,,N,N,,1,Christianity,66,5
awv,"Awyu, Jair",L,1,1,4,N,2850,1,N,,,,N,N,,1,Christianity,72,6
yir,"Awyu, North",L,1,1,4,N,2150,1,N,,,,N,N,,1,Christianity,70,5
aws,"Awyu, South",L,1,1,4,N,11700,1,N,,,,N,N,,1,Christianity,70,4
ahb,Axamb,L,1,1,5,N,1040,2,N,,,1935,N,Y,,1,Christianity,100,45
yix,Axi,L,1,1,1,Y,107000,1,N,,,,N,Y,,4,Ethnic Religions,0,0
aye,Ayere,L,1,1,4,N,5510,1,N,,,,N,N,,4,Ethnic Religions,30,4
ayq,Ayi,L,1,1,5,N,640,1,N,,,,N,N,,1,Christianity,100,25
yyz,Ayizi,N,1,1,1,Y,50,0,Y,,,,N,N,,4,Ethnic Religions,0.5,0.5
ayr,"Aymara, Central",L,5,4,5,N,2843000,4,N,1987-2012,1954-1977,1829-1966,Y,Y,293,1,Christianity,92.34,18.46
ayc,"Aymara, Southern",L,2,2,5,N,493000,1,N,,,,N,N,,1,Christianity,94.97,17.53
ayo,Ayoreo,L,2,2,5,N,4810,3,N,,1982,1957-2010,N,Y,,1,Christianity,55,20
abp,"Ayta, Abellen",L,1,1,4,N,3460,2,N,,,2006-2011,Y,N,,4,Ethnic Religions,35,5
abc,"Ayta, Ambala",L,1,1,4,N,3070,1,N,,,,N,Y,,4,Ethnic Religions,14,5
sgb,"Ayta, Mag-antsi",L,1,1,5,N,13200,4,N,2006,2006,1995-2006,N,Y,1282,4,Ethnic Religions,40,11
blx,"Ayta, Mag-Indi",L,1,1,4,N,7080,2,N,,,2002-2010,Y,N,,4,Ethnic Religions,35,6
ayt,"Ayta, Magbukun",L,1,1,4,N,1090,1,N,,,,N,Y,,4,Ethnic Religions,8,3
ays,"Ayta, Sorsogon",N,1,1,4,N,180,0,Y,,,,N,N,,1,Christianity,65,5
ayu,Ayu,N,1,1,4,N,7510,1,N,,,,N,Y,,4,Ethnic Religions,8,4
azj,"Azerbaijani, North",L,21,20,1,Y,9832000,4,N,1891-2004,2004,1842-1891,N,Y,,6,Islam,0.54,0.16
azb,"Azerbaijani, South",L,17,7,1,Y,19281000,4,N,2013,Yes,Yes,Y,Y,1161,6,Islam,0.2,0.09
aza,Azha,L,1,1,1,Y,56700,1,N,,,,Y,N,,4,Ethnic Religions,0.08,0.08
yiz,Azhe,L,1,1,1,Y,57800,1,N,,,,N,Y,,4,Ethnic Religions,1,0.07
bvj,Baan,L,1,1,4,N,9360,1,N,,,,N,N,,1,Christianity,65,5
bqx,Baangi,L,1,1,1,Y,24100,1,N,,,,N,Y,,4,Ethnic Religions,0,0
bba,Baatonum,L,4,4,5,N,951000,4,N,1997,1977,1953-1986,Y,Y,1138,6,Islam,16.38,10.66
bbw,Baba,L,1,1,2,N,34100,1,N,,,,N,Y,,1,Christianity,70,2
bbm,Babango,L,1,1,5,N,4050,1,N,,,,N,N,,1,Christianity,90,12
bbk,Babanki,L,1,1,4,N,48400,2,N,,,2011,N,Y,,1,Christianity,73,3
bcd,"Babar, North",L,1,1,4,N,1180,0,Y,,,,N,N,,1,Christianity,70,3
vbb,"Babar, Southeast",L,1,1,4,N,5280,1,N,,,,N,N,,1,Christianity,70,3
baa,Babatana,L,1,1,5,N,10400,3,N,,1960-1998,1927-1998,N,Y,,1,Christianity,98,34
bcr,Babine,L,1,1,4,N,2660,2,N,,,1978,N,Y,,1,Christianity,97,10
bzg,Babuza,N,,,,N,,2,N,,,Yes,N,N,,,,,
bcy,Bacama,L,1,1,5,N,275000,2,N,,,1915,Y,Y,,1,Christianity,92,12
bhz,Bada,L,1,1,4,N,14300,2,N,,,2011,Y,Y,,1,Christianity,65,5
bfq,Badaga,L,4,,1,Y,214000,3,N,,1999,1852-1992,Y,Y,,5,Hinduism,0.29,
bde,Bade,L,1,1,1,Y,323000,1,N,,,,Y,Y,,6,Islam,0.02,0.01
bdz,Badeshi,N,2,,1,Y,2630,1,N,,,,N,N,,6,Islam,0,
bia,Badimaya,N,,,,N,,0,Y,,,,N,N,,,,,
bac,Badui,L,1,1,1,Y,25900,1,N,,,,N,Y,,6,Islam,0,0
pbp,Badyara,L,3,3,1,Y,19400,1,N,,,,N,Y,,6,Islam,1,0.1
bvd,Baeggu,L,1,1,5,N,8680,1,N,,,,N,Y,,1,Christianity,99,31
bvc,Baelelea,L,1,1,5,N,13000,1,N,,,,N,Y,,1,Christianity,99,36
btr,Baetora,L,1,1,5,N,1850,2,N,,,1978,N,N,,1,Christianity,100,46
bfj,Bafanji,L,1,1,2,N,22200,1,N,,,,N,Y,,1,Christianity,73,1.5
bwt,Bafaw-Balong,L,1,1,4,N,23300,1,N,,,,N,Y,,1,Christianity,75,2.5
ksf,Bafia,L,2,1,5,N,125000,3,N,,1996,1964-1990,N,Y,876,1,Christianity,68.96,10.99
bfd,Bafut,L,1,1,4,N,117000,3,N,,1999,1998,N,Y,,1,Christianity,74,6
bgo,Baga Koga,N,1,1,1,Y,5190,0,Y,,,,N,N,,6,Islam,4,2
bmd,Baga Manduri,L,1,1,1,Y,4630,0,Y,,,,N,Y,,6,Islam,0,0
bcg,Baga Pokur,L,1,1,1,Y,7320,0,Y,,,,N,Y,,6,Islam,0,0
bsp,Baga Sitemu,L,1,1,3,N,4420,2,N,,,2011,N,Y,,6,Islam,7,1.07
bfy,Bagheli,L,175,,1,Y,1215000,3,N,,1821,Yes,Y,Y,,5,Hinduism,0.03,
bmi,Bagirmi,L,2,2,1,Y,127000,1,N,,,,N,Y,,6,Islam,0,0
bqg,Bago-Kusuntu,L,1,1,1,Y,11400,1,N,,,,N,Y,,6,Islam,1.2,1.1
bgq,Bagri,L,336,,1,Y,2985000,1,N,,,,Y,Y,,5,Hinduism,0.08,
bpi,Bagupi,L,1,1,5,N,80,0,Y,,,,N,N,,1,Christianity,100,21
bqb,Bagusa,L,1,1,3,N,450,1,N,,,,N,N,,4,Ethnic Religions,12,1
kva,Bagvalal,L,1,1,1,Y,6650,1,N,,,,N,N,,6,Islam,0,0
bdw,Baham,L,1,1,2,N,1730,0,Y,,,,N,Y,,1,Christianity,65,2
bah,Bahamas Creole English,L,1,1,5,N,245000,0,Y,,,,N,Y,,1,Christianity,96,38
bhv,Bahau,L,1,1,4,N,22500,0,Y,,,,N,N,,4,Ethnic Religions,10,3
bjh,Bahinemo,L,1,1,5,N,990,3,N,,2012,1973-1985,N,Y,,1,Christianity,90,26
bhj,Bahing,L,4,,1,Y,10500,1,N,,,,N,Y,,5,Hinduism,0.9,
bdq,Bahnar,L,1,1,5,N,192000,4,N,2015,1977-2008,1952-1964,Y,Y,,4,Ethnic Religions,14,10.38
bsu,Bahonsuai,L,1,1,1,Y,300,0,Y,,,,N,N,,6,Islam,4,0.5
bdj,Bai,L,1,1,4,N,8610,0,Y,,,,Y,N,,4,Ethnic Religions,14,3
bca,"Bai, Central",L,1,1,1,Y,44900,1,N,,,,Y,Y,,4,Ethnic Religions,0.05,0.04
lay,"Bai, Lama",L,2,2,4,N,6860,0,Y,,,,N,N,,4,Ethnic Religions,14.84,8.26
bfc,"Bai, Panyi",L,1,1,1,Y,43700,1,N,,,,N,N,,4,Ethnic Religions,0.5,0.4
bfs,"Bai, Southern",L,1,1,4,N,2462000,1,N,,,,Y,Y,,2,Buddhism,2.8,2.8
bbf,Baibai,L,1,1,4,N,510,1,N,,,,N,Y,,4,Ethnic Religions,30,5
bkx,Baikeno,L,1,1,2,N,76400,2,N,,,2004,N,Y,,1,Christianity,98,2
bqh,Baima,L,1,1,1,Y,17100,0,Y,,,,N,Y,,4,Ethnic Religions,2.2,2
bmx,Baimak,L,1,1,5,N,890,1,N,,,,N,N,,1,Christianity,100,26
bcz,Bainouk-Gunyaamolo,L,2,2,3,N,37200,2,N,,,2003,N,Y,,4,Ethnic Religions,14.66,0.27
bab,Bainouk-Gunyuno,L,1,1,3,N,8870,1,N,,,,N,Y,,6,Islam,15,1.5
bcb,Bainouk-Samik,L,1,1,3,N,2660,2,N,,,Yes,N,N,,4,Ethnic Religions,18,1
