"ROL4","Dialect","DialectGerman","ROL3","ROPAL","Source","EditName","EditDate"
534,"Mogiala",,"aac",,"GRN / ROD","BM",4/1/2010 0:00:00
535,"Umboi",,"kqb",,"GRN / ROD","BM",4/1/2010 0:00:00
538,"Taboro",,"snc",,"GRN / ROD","BM",4/1/2010 0:00:00
539,"Dilawa",,"fuy",,"GRN / ROD","BM",4/1/2010 0:00:00
540,"Weridai",,"aup",,"GRN / ROD","BM",4/1/2010 0:00:00
541,"Wagumi",,"knv",,"GRN / ROD","BM",4/1/2010 0:00:00
542,"Eastern",,"jac",,"GRN / ROD","BM",4/1/2010 0:00:00
546,"Tuam",,"tuc","tuc02","GRN / ROD","BM",4/1/2010 0:00:00
548,"Ega",,"kue",,"GRN / ROD","BM",4/1/2010 0:00:00
549,"Pauaia",,"pwa",,"GRN / ROD","BM",4/1/2010 0:00:00
550,"Kware",,"ksj",,"GRN / ROD","BM",4/1/2010 0:00:00
552,"Wiga & Nobone",,"snc",,"GRN / ROD","BM",4/1/2010 0:00:00
554,"Kara",,"leu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
555,"Arop",,"apr",,"GRN / ROD","BM",4/1/2010 0:00:00
556,"Kiriwina Group",,"kij",,"GRN / ROD","BM",4/1/2010 0:00:00
557,"Belepa",,"xeu",,"GRN / ROD","BM",4/1/2010 0:00:00
558,"Barim",,"bbv",,"GRN / ROD","BM",4/1/2010 0:00:00
559,"Panaeate Group",,"mpx",,"GRN / ROD","BM",4/1/2010 0:00:00
560,"Pirpir",,"bcf",,"GRN / ROD","BM",4/1/2010 0:00:00
562,"Enga Group",,"enq",,"GRN / ROD","BM",4/1/2010 0:00:00
565,"Yellow",,"lhi",,"GRN / ROD","BM",4/1/2010 0:00:00
566,"Nyi",,"lhu","lhu02","GRN / ROD","BM",4/1/2010 0:00:00
569,"Yangoru",,"bzf",,"GRN / ROD","BM",4/1/2010 0:00:00
571,"Kayan, Sarawak",,"kys",,"GRN / ROD","BM",4/1/2010 0:00:00
573,"Batu Belah",,"zbc",,"GRN / ROD","BM",4/1/2010 0:00:00
574,"Long Patah",,"xkl",,"GRN / ROD","BM",4/1/2010 0:00:00
575,"Penan",,"pne",,"GRN / ROD","BM",4/1/2010 0:00:00
578,"Kaimanga",,"mna",,"GRN / ROD","BM",4/1/2010 0:00:00
581,"Napa",,"naf",,"GRN / ROD","BM",4/1/2010 0:00:00
582,"Awa & Kakoli Group",,"ubu",,"GRN / ROD","BM",4/1/2010 0:00:00
583,"Pafulu",,"lek",,"GRN / ROD","BM",4/1/2010 0:00:00
584,"Kwangei",,"bzf",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
587,"Ulau Ii",,"svb",,"GRN / ROD","BM",4/1/2010 0:00:00
588,"Ali Island",,"ykm","ykm01","GRN / ROD","BM",4/1/2010 0:00:00
589,"Walwali",,"van",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
590,"Sumu Twaka",,"yan",,"GRN","BM",3/11/2014 0:00:00
591,"Rongmei Naga",,"nbu",,"GRN / ROD","BM",4/1/2010 0:00:00
592,"Mzieme Naga",,"nzm",,"GRN / ROD","BM",4/1/2010 0:00:00
594,"Pangal",,"mni","mni04","GRN / ROD","BM",4/1/2010 0:00:00
595,"Tsangla",,"tsj",,"GRN / ROD","BM",4/1/2010 0:00:00
596,"Lushai",,"lus",,"GRN / ROD","BM",4/1/2010 0:00:00
597,"Musselmani",,"ben",,"GRN / ROD","BM",4/1/2010 0:00:00
598,"Urat Ii",,"urt",,"GRN / ROD","BM",4/1/2010 0:00:00
599,"Rajang",,"kxn",,"GRN / ROD","BM",4/1/2010 0:00:00
600,"But Arapesh",,"aon",,"GRN / ROD","BM",4/1/2010 0:00:00
601,"Wom Group",,"wmo",,"GRN / ROD","BM",4/1/2010 0:00:00
604,"Keveri",,"mgu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
605,"Imila",,"mds",,"GRN / ROD","BM",4/1/2010 0:00:00
606,"Upper Musa",,"aez",,"GRN / ROD","BM",4/1/2010 0:00:00
607,"Dorevaidi",,"mgu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
611,"Dimuga",,"dgz",,"GRN / ROD","BM",4/1/2010 0:00:00
613,"Takarubi",,"knv",,"GRN / ROD","BM",4/1/2010 0:00:00
614,"Suau Group",,"swp",,"GRN / ROD","BM",4/1/2010 0:00:00
615,"Biliau",,"bcu",,"GRN / ROD","BM",4/1/2010 0:00:00
616,"Dausame",,"tsx",,"GRN / ROD","BM",4/1/2010 0:00:00
618,"Santali",,"sat",,"GRN / ROD","BM",4/1/2010 0:00:00
620,"Dingana",,"dge",,"GRN / ROD","BM",4/1/2010 0:00:00
621,"Balang of Bonggu",,"bpu",,"GRN / ROD","BM",4/1/2010 0:00:00
622,"Galek",,"gai",,"GRN / ROD","BM",4/1/2010 0:00:00
626,"Raua",,"rwo",,"GRN / ROD","BM",4/1/2010 0:00:00
628,"West Morehead Group",,"bfh",,"GRN / ROD","BM",4/1/2010 0:00:00
629,"Sel",,"kiw",,"GRN / ROD","BM",4/1/2010 0:00:00
630,"Gabadi",,"kbt",,"GRN / ROD","BM",4/1/2010 0:00:00
632,"Maduduwo",,"kmx",,"GRN / ROD","BM",4/1/2010 0:00:00
633,"Arufe Group",,"ncm",,"GRN / ROD","BM",4/1/2010 0:00:00
634,"Sauch Of Bonggu",,"bpu",,"GRN / ROD","BM",4/1/2010 0:00:00
635,"Koiari",,"kpx",,"GRN / ROD","BM",4/1/2010 0:00:00
637,"Boje",,"bon",,"GRN / ROD","BM",4/1/2010 0:00:00
639,"Bainapi",,"dby",,"GRN / ROD","BM",4/1/2010 0:00:00
640,"Tsia",,"zia",,"GRN / ROD","BM",4/1/2010 0:00:00
641,"Coastal",,"kjd",,"GRN / ROD","BM",4/1/2010 0:00:00
642,"Bora",,"kjd",,"GRN / ROD","BM",4/1/2010 0:00:00
643,"Ninikani",,"mek",,"GRN / ROD","BM",4/1/2010 0:00:00
644,"Gawanga Group",,"kwj",,"GRN / ROD","BM",4/1/2010 0:00:00
646,"Dumori",,"kjd",,"GRN / ROD","BM",4/1/2010 0:00:00
647,"Meaun",,"mwi",,"GRN / ROD","BM",4/1/2010 0:00:00
648,"Koo",,"tlr",,"GRN / ROD","BM",4/1/2010 0:00:00
649,"Aba",,"llu",,"GRN / ROD","BM",4/1/2010 0:00:00
651,"Kwaràae",,"kwf",,"GRN / ROD","BM",4/1/2010 0:00:00
652,"Roro",,"rro",,"GRN / ROD","BM",4/1/2010 0:00:00
654,"Areare",,"alu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
657,"Karema",,"njs",,"GRN / ROD","BM",4/1/2010 0:00:00
660,"Ramekhera",,"kfq",,"GRN / ROD","BM",4/1/2010 0:00:00
662,"Ayore",,"ayo",,"GRN / ROD","BM",4/1/2010 0:00:00
663,"Muslim",,"kas",,"GRN / ROD","BM",4/1/2010 0:00:00
665,"Gurezi",,"scl",,"GRN / ROD","BM",4/1/2010 0:00:00
666,"Gojari",,"gju",,"GRN / ROD","BM",4/1/2010 0:00:00
667,"Gondi",,"gno",,"GRN / ROD","BM",4/1/2010 0:00:00
670,"Toba",,"bbc",,"GRN / ROD","BM",4/1/2010 0:00:00
672,"Simalungun",,"bts",,"GRN / ROD","BM",4/1/2010 0:00:00
673,"Solu",,"xsr","xsr01","GRN / ROD","BM",4/1/2010 0:00:00
674,"Ngalong",,"adi",,"GRN / ROD","BM",4/1/2010 0:00:00
676,"Jawa",,"jav",,"GRN / ROD","BM",4/1/2010 0:00:00
680,"Northern Vietnamese","Nördliches Vietnamesisch","vie","vie01","GRN / ROD","BM",4/1/2010 0:00:00
683,"Miching",,"adi",,"GRN / ROD","BM",4/1/2010 0:00:00
684,"East Kameng",,"njz",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
685,"Chotanagpuri",,"sck",,"GRN / ROD","BM",4/1/2010 0:00:00
687,"Sili",,"mrg",,"GRN / ROD","BM",4/1/2010 0:00:00
688,"Madura",,"mad",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
689,"Sunda",,"sun",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
690,"Lhasa",,"bod",,"GRN / ROD","BM",4/1/2010 0:00:00
691,"Muslim",,"snd",,"GRN / ROD","BM",4/1/2010 0:00:00
693,"Lauli",,"wew",,"GRN / ROD","BM",4/1/2010 0:00:00
694,"Indonesia",,"bhp",,"GRN / ROD","BM",4/1/2010 0:00:00
696,"Tountemboan",,"tnt",,"GRN / ROD","BM",4/1/2010 0:00:00
701,"Mberre",,"ebu",,"GRN / ROD","BM",4/1/2010 0:00:00
702,"Makassar",,"mak",,"GRN / ROD","BM",4/1/2010 0:00:00
703,"Bugis",,"bug",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
705,"Kolana",,"kvw",,"GRN / ROD","BM",4/1/2010 0:00:00
707,"Poso-mori",,"mzq",,"GRN / ROD","BM",4/1/2010 0:00:00
708,"Tinompo",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
709,"Siau",,"sxn","sxn01","GRN / ROD","BM",4/1/2010 0:00:00
710,"Kendari",,"lbw",,"GRN / ROD","BM",4/1/2010 0:00:00
711,"Toraja",,"sda",,"GRN / ROD","BM",4/1/2010 0:00:00
713,"Kitui",,"kam",,"GRN / ROD","BM",4/1/2010 0:00:00
714,"Kimeru",,"mer",,"GRN / ROD","BM",4/1/2010 0:00:00
715,"Ende [indonesia]",,"end",,"GRN / ROD","BM",4/1/2010 0:00:00
717,"Wetar",,"ilu",,"GRN / ROD","BM",4/1/2010 0:00:00
719,"Saumlakki",,"kei",,"GRN / ROD","BM",4/1/2010 0:00:00
721,"Gborbo",,"krw",,"GRN / ROD","BM",4/1/2010 0:00:00
723,"Bhadarwahi",,"bhd",,"GRN / ROD","BM",4/1/2010 0:00:00
724,"Suraji",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
725,"Dajak Màanjan",,"mhy",,"GRN / ROD","BM",4/1/2010 0:00:00
727,"Uut Danum",,"otd",,"GRN / ROD","BM",4/1/2010 0:00:00
729,"Chrau Tt",,"crw",,"GRN / ROD","BM",4/1/2010 0:00:00
730,"Lac",,"kpm",,"GRN / ROD","BM",4/1/2010 0:00:00
731,"Oriya",,"ory",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
733,"Ambonese",,"abs",,"GRN / ROD","BM",4/1/2010 0:00:00
735,"Cil",,"kpm",,"GRN / ROD","BM",4/1/2010 0:00:00
736,"Tring",,"kpm","kpm02","GRN / ROD","BM",4/1/2010 0:00:00
739,"Tea Garden",,"srb",,"GRN / ROD","BM",4/1/2010 0:00:00
740,"Kurukh",,"kru",,"GRN / ROD","BM",4/1/2010 0:00:00
741,"Bakua",,"xdy",,"GRN / ROD","BM",4/1/2010 0:00:00
742,"Banana",,"xdy",,"GRN / ROD","BM",4/1/2010 0:00:00
743,"Banyadu",,"byd",,"GRN / ROD","BM",4/1/2010 0:00:00
744,"Lara",,"lra",,"GRN / ROD","BM",4/1/2010 0:00:00
746,"Chattisgarhi",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
747,"Hindustani",,"hns",,"GRN / ROD","BM",4/1/2010 0:00:00
748,"West Pokoot",,"pko",,"GRN / ROD","BM",4/1/2010 0:00:00
749,"Langkai",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
750,"Chorai",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
751,"Kui",,"kxu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
752,"Paite",,"pck",,"GRN / ROD","BM",4/1/2010 0:00:00
753,"Langwang",,"cfm",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
756,"Terhi",,"gbm",,"GRN / ROD","BM",4/1/2010 0:00:00
757,"Hue",,"vie",,"GRN / ROD","BM",4/1/2010 0:00:00
759,"Thadou Kuki",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
760,"Tripuri",,"trp",,"GRN / ROD","BM",4/1/2010 0:00:00
761,"Punjabi",,"pan",,"GRN / ROD","BM",4/1/2010 0:00:00
762,"Nung [Vietnam]",,"nut",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
764,"Bunor",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
766,"Bulo",,"sti",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
767,"Gar",,"mng",,"GRN / ROD","BM",4/1/2010 0:00:00
768,"Pahari",,"phr",,"GRN / ROD","BM",4/1/2010 0:00:00
769,"Tripura",,"trp",,"GRN / ROD","BM",4/1/2010 0:00:00
770,"Tangkhul Naga",,"nmf",,"GRN / ROD","BM",4/1/2010 0:00:00
771,"Soldier English",,"eng",,"GRN / ROD","BM",4/1/2010 0:00:00
772,"Randuk",,"iba",,"GRN / ROD","BM",4/1/2010 0:00:00
773,"Kawerak",,"esk",,"GRN / ROD","BM",4/1/2010 0:00:00
776,"Liberia",,"lir",,"GRN / ROD","BM",4/1/2010 0:00:00
777,"Kpeaple",,"krw",,"GRN / ROD","BM",4/1/2010 0:00:00
781,"Gwabo",,"kqo",,"GRN / ROD","BM",4/1/2010 0:00:00
782,"Trembo",,"grv",,"GRN / ROD","BM",4/1/2010 0:00:00
783,"Palipo",,"gbo",,"GRN / ROD","BM",4/1/2010 0:00:00
784,"Konobo",,"kqo",,"GRN / ROD","BM",4/1/2010 0:00:00
785,"Baroba",,"grv",,"GRN / ROD","BM",4/1/2010 0:00:00
786,"Sarpo",,"krn",,"GRN / ROD","BM",4/1/2010 0:00:00
787,"Antra",,"kdt",,"GRN / ROD","BM",4/1/2010 0:00:00
788,"Por",,"pcb",,"GRN / ROD","BM",4/1/2010 0:00:00
791,"Ma",,"cma",,"GRN / ROD","BM",4/1/2010 0:00:00
793,"Northern Jeh",,"jeh",,"GRN / ROD","BM",4/1/2010 0:00:00
794,"Black",,"blt",,"GRN / ROD","BM",4/1/2010 0:00:00
798,"Bulongan",,"zlm",,"GRN / ROD","BM",4/1/2010 0:00:00
800,"Ledo",,"lew",,"GRN / ROD","BM",4/1/2010 0:00:00
802,"Bundelkhandi",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
803,"Toundanou",,"tdn",,"GRN","BM",3/11/2014 0:00:00
804,"Lun Bà",,"lnd",,"GRN / ROD","BM",4/1/2010 0:00:00
806,"Binongko",,"bhq",,"GRN / ROD","BM",4/1/2010 0:00:00
808,"Toulour",,"tdn",,"GRN / ROD","BM",4/1/2010 0:00:00
809,"Gàai",,"sge",,"GRN / ROD","BM",4/1/2010 0:00:00
810,"Bolaang Mongondow",,"mog",,"GRN / ROD","BM",4/1/2010 0:00:00
813,"Long Iluk",,"lnd",,"GRN / ROD","BM",4/1/2010 0:00:00
814,"Bentian",,"lbx",,"GRN / ROD","BM",4/1/2010 0:00:00
815,"Kenyah Group",,"xkl",,"GRN / ROD","BM",4/1/2010 0:00:00
816,"Benua",,"lbx",,"GRN / ROD","BM",4/1/2010 0:00:00
818,"Desa",,"iba",,"GRN / ROD","BM",4/1/2010 0:00:00
820,"Sabu",,"hvn",,"GRN / ROD","BM",4/1/2010 0:00:00
822,"Damar",,"dmr",,"GRN / ROD","BM",4/1/2010 0:00:00
825,"Melah",,"xkl",,"GRN","BM",3/11/2014 0:00:00
826,"Hweang Bauo",,"xkn",,"GRN","BM",3/11/2014 0:00:00
827,"Letti",,"lti",,"GRN / ROD","BM",4/1/2010 0:00:00
830,"Purbi",,"bho","bho10","GRN / ROD","BM",4/1/2010 0:00:00
832,"Bishnupria",,"bpy",,"GRN / ROD","BM",4/1/2010 0:00:00
834,"Marwat",,"pbu",,"GRN / ROD","BM",4/1/2010 0:00:00
840,"Pankhu",,"pkh",,"GRN / ROD","BM",4/1/2010 0:00:00
841,"Koli",,"gjk",,"GRN / ROD","BM",4/1/2010 0:00:00
842,"Malshawm",,"anm",,"GRN / ROD","BM",4/1/2010 0:00:00
843,"Baluchi",,"pbt",,"GRN / ROD","BM",4/1/2010 0:00:00
844,"Campbellpore",,"pnb",,"GRN / ROD","BM",4/1/2010 0:00:00
846,"Western",,"jns",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
847,"Yusuf Zai",,"pbu",,"GRN / ROD","BM",4/1/2010 0:00:00
850,"Dera Ismail Khan",,"pbu",,"GRN / ROD","BM",4/1/2010 0:00:00
851,"Bannochi",,"pst",,"GRN / ROD","BM",4/1/2010 0:00:00
852,"Taxila",,"pnb",,"GRN / ROD","BM",4/1/2010 0:00:00
853,"Western",,"pbt",,"GRN / ROD","BM",4/1/2010 0:00:00
854,"Dukslinu",,"snd",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
855,"Baluchi, Pakistan",,"bgn",,"GRN / ROD","BM",4/1/2010 0:00:00
856,"Bhunjari",,"lmn",,"GRN / ROD","BM",4/1/2010 0:00:00
857,"Waziri",,"pst",,"GRN / ROD","BM",4/1/2010 0:00:00
858,"Assam",,"ccp",,"GRN / ROD","BM",4/1/2010 0:00:00
859,"Tzeltal, Bachajon",,"tzh",,"GRN / ROD","BM",4/1/2010 0:00:00
860,"Kom Hrem",,"kmm",,"GRN / ROD","BM",4/1/2010 0:00:00
862,"Del Plano",,"tzh",,"GRN / ROD","BM",4/1/2010 0:00:00
863,"Multani",,"skr","skr08","GRN / ROD","BM",4/1/2010 0:00:00
865,"Rincon",,"zar",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
866,"War",,"kha",,"GRN / ROD","BM",4/1/2010 0:00:00
867,"Hindko, Hazara",,"hno",,"GRN / ROD","BM",4/1/2010 0:00:00
868,"Dhyang",,"nsm",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
870,"Khatak",,"pbu",,"GRN / ROD","BM",4/1/2010 0:00:00
871,"Brushaski",,"bsk",,"GRN / ROD","BM",4/1/2010 0:00:00
873,"Drasi",,"scl",,"GRN / ROD","BM",4/1/2010 0:00:00
874,"Mahsudi",,"pst",,"GRN / ROD","BM",4/1/2010 0:00:00
875,"Orau",,"kru",,"GRN / ROD","BM",4/1/2010 0:00:00
876,"Sema Naga",,"nsm",,"GRN / ROD","BM",4/1/2010 0:00:00
877,"Ponapean",,"pon",,"GRN / ROD","BM",4/1/2010 0:00:00
878,"Kosrie",,"kos",,"GRN / ROD","BM",4/1/2010 0:00:00
880,"Northern Standard",,"bho",,"GRN / ROD","BM",4/1/2010 0:00:00
882,"Murree Hills",,"phr",,"GRN / ROD","BM",4/1/2010 0:00:00
884,"Kurumba",,"kfi",,"GRN / ROD","BM",4/1/2010 0:00:00
885,"Caiua",,"kgk",,"GRN / ROD","BM",4/1/2010 0:00:00
886,"Mao Naga",,"nbi",,"GRN / ROD","BM",4/1/2010 0:00:00
887,"Tripura",,"hra",,"GRN / ROD","BM",4/1/2010 0:00:00
888,"Liangmai Naga",,"njn",,"GRN / ROD","BM",4/1/2010 0:00:00
893,"Akrani",,"bhb",,"GRN / ROD","BM",4/1/2010 0:00:00
894,"Valvi",,"bhb",,"GRN / ROD","BM",4/1/2010 0:00:00
895,"Lotha Naga",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
896,"Malto",,"mjt",,"GRN / ROD","BM",4/1/2010 0:00:00
898,"Pania",,"pcg",,"GRN / ROD","BM",4/1/2010 0:00:00
899,"Lakher",,"mrh",,"GRN / ROD","BM",4/1/2010 0:00:00
901,"Maram Naga",,"nma",,"GRN / ROD","BM",4/1/2010 0:00:00
903,"Ballanda",,"bvi",,"GRN / ROD","BM",4/1/2010 0:00:00
904,"Western Nuer",,"nus",,"GRN / ROD","BM",4/1/2010 0:00:00
905,"Nomad",,"apd",,"GRN / ROD","BM",4/1/2010 0:00:00
906,"Khartoum",,"apd",,"GRN / ROD","BM",4/1/2010 0:00:00
909,"Mbaye",,"myb",,"GRN / ROD","BM",4/1/2010 0:00:00
910,"Luz",,"nfu",,"GRN / ROD","BM",4/1/2010 0:00:00
911,"Gok",,"dib","dib03","GRN / ROD","BM",4/1/2010 0:00:00
912,"Latuka",,"lot",,"GRN / ROD","BM",4/1/2010 0:00:00
916,"Boya",,"loh",,"GRN / ROD","BM",4/1/2010 0:00:00
917,"Madi",,"mhi",,"GRN / ROD","BM",4/1/2010 0:00:00
918,"Nyimang",,"nyi",,"GRN / ROD","BM",4/1/2010 0:00:00
920,"Fanda",,"eli",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
921,"Ciec",,"dib","dib02","GRN / ROD","BM",4/1/2010 0:00:00
923,"Miza",,"mgd","mgd06","GRN / ROD","BM",4/1/2010 0:00:00
924,"Biak-Numfor",,"bhw",,"GRN / ROD","BM",4/1/2010 0:00:00
926,"Delami",,"kib",,"GRN / ROD","BM",4/1/2010 0:00:00
929,"Modo",,"bex",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
930,"Habat",,"lwo",,"GRN / ROD","BM",4/1/2010 0:00:00
931,"Rabai",,"nyf","nyf07","GRN / ROD","BM",4/1/2010 0:00:00
932,"Avukaya",,"avu",,"GRN / ROD","BM",4/1/2010 0:00:00
934,"Ngok",,"dip",,"GRN / ROD","BM",4/1/2010 0:00:00
935,"Tiralumen",,"tic",,"GRN / ROD","BM",4/1/2010 0:00:00
937,"Ganza",,"guk",,"GRN / ROD","BM",4/1/2010 0:00:00
938,"Sudan",,"bdh",,"GRN / ROD","BM",4/1/2010 0:00:00
940,"Acholi",,"ach",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
941,"Mundu",,"muh",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
942,"Agaar",,"dib",,"GRN / ROD","BM",4/1/2010 0:00:00
943,"Kadiro",,"mgd",,"GRN / ROD","BM",4/1/2010 0:00:00
946,"Ngirere",,"kib",,"GRN / ROD","BM",4/1/2010 0:00:00
949,"Dagiig",,"jle",,"GRN / ROD","BM",4/1/2010 0:00:00
950,"Chogo",,"wti",,"GRN / ROD","BM",4/1/2010 0:00:00
952,"Shwaia",,"shw",,"GRN / ROD","BM",4/1/2010 0:00:00
953,"Kuku",,"bfa","bfa01","GRN / ROD","BM",4/1/2010 0:00:00
957,"Logotok",,"lot",,"GRN / ROD","BM",4/1/2010 0:00:00
958,"Bor",,"dks",,"GRN / ROD","BM",4/1/2010 0:00:00
959,"Eastern Nuer","Östliches Nuer","nus","nus01","GRN / ROD","BM",4/1/2010 0:00:00
960,"Bukusu",,"bxk",,"GRN / ROD","BM",4/1/2010 0:00:00
961,"Kabras",,"bxk",,"GRN / ROD","BM",4/1/2010 0:00:00
962,"Lunyore",,"nyd",,"GRN / ROD","BM",4/1/2010 0:00:00
964,"Standard",,"luo",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
965,"Lusoga",,"xog",,"GRN / ROD","BM",4/1/2010 0:00:00
966,"Samia",,"lsm",,"GRN","BM",3/11/2014 0:00:00
967,"Lurogoli",,"rag",,"GRN / ROD","BM",4/1/2010 0:00:00
968,"Maasai",,"mas",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
969,"Lulaga",,"mas",,"GRN / ROD","BM",4/1/2010 0:00:00
971,"Mbulu",,"irk",,"GRN / ROD","BM",4/1/2010 0:00:00
972,"Anung",,"nun",,"GRN / ROD","BM",4/1/2010 0:00:00
973,"Ludama",,"adh",,"GRN / ROD","BM",4/1/2010 0:00:00
978,"Mambwe",,"mgr",,"GRN / ROD","BM",4/1/2010 0:00:00
979,"Urat Iii",,"urt",,"GRN / ROD","BM",4/1/2010 0:00:00
980,"Pogoro",,"poy",,"GRN / ROD","BM",4/1/2010 0:00:00
981,"Sandawi",,"sad",,"GRN / ROD","BM",4/1/2010 0:00:00
982,"Ganung Zewang",,"raw",,"GRN / ROD","BM",4/1/2010 0:00:00
984,"Rutoro",,"ttj",,"GRN / ROD","BM",4/1/2010 0:00:00
985,"Ateso",,"teo",,"GRN / ROD","BM",4/1/2010 0:00:00
989,"Northern Masaaba",,"myx",,"GRN / ROD","BM",4/1/2010 0:00:00
990,"Kinga",,"gmx",,"GRN / ROD","BM",4/1/2010 0:00:00
991,"Semà",,"sea",,"GRN / ROD","BM",4/1/2010 0:00:00
993,"Runyankole",,"nyn",,"GRN / ROD","BM",4/1/2010 0:00:00
994,"Love",,"brb",,"GRN / ROD","BM",4/1/2010 0:00:00
996,"Kasseng",,"tdf",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
997,"Southern",,"myx",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
1000,"Bilaan, Sarangani",,"bps",,"GRN / ROD","BM",4/1/2010 0:00:00
1002,"Sogu",,"mnx",,"GRN / ROD","BM",4/1/2010 0:00:00
1003,"South Kuy",,"kdt",,"GRN / ROD","BM",4/1/2010 0:00:00
1005,"Khamu",,"kjg",,"GRN / ROD","BM",4/1/2010 0:00:00
1008,"Ban Jiang",,"nev",,"GRN / ROD","BM",4/1/2010 0:00:00
1010,"Tahoi",,"tth",,"GRN / ROD","BM",4/1/2010 0:00:00
1011,"Jacari",,"tnm",,"GRN / ROD","BM",4/1/2010 0:00:00
1013,"Tunla",,"kdt",,"GRN / ROD","BM",4/1/2010 0:00:00
1014,"Tra My",,"jeh",,"GRN / ROD","BM",4/1/2010 0:00:00
1015,"Mayoyao",,"ifu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
1016,"Juba",,"pga",,"GRN / ROD","BM",4/1/2010 0:00:00
1017,"Galler",,"bru",,"GRN / ROD","BM",4/1/2010 0:00:00
1018,"North Kuy",,"kdt",,"GRN / ROD","BM",4/1/2010 0:00:00
1020,"Phalane",,"sss",,"GRN / ROD","BM",4/1/2010 0:00:00
1022,"Nguu",,"ngp",,"GRN / ROD","BM",4/1/2010 0:00:00
1023,"Wahalunga",,"xbi",,"GRN / ROD","BM",4/1/2010 0:00:00
1024,"Cham, Cambodia",,"cja",,"GRN / ROD","BM",4/1/2010 0:00:00
1025,"Yombe",,"tum","tum16","GRN / ROD","BM",4/1/2010 0:00:00
1026,"Se Kong",,"ngt",,"GRN / ROD","BM",4/1/2010 0:00:00
1028,"Fiome",,"gow",,"GRN / ROD","BM",4/1/2010 0:00:00
1030,"Chinamwanga",,"mwn",,"GRN / ROD","BM",4/1/2010 0:00:00
1032,"Mapiya",,"ekg",,"GRN / ROD","BM",4/1/2010 0:00:00
1033,"Duruma",,"dug",,"GRN / ROD","BM",4/1/2010 0:00:00
1035,"Irangi",,"lag",,"GRN / ROD","BM",4/1/2010 0:00:00
1036,"Barabaig",,"tcc","tcc04","GRN / ROD","BM",4/1/2010 0:00:00
1037,"Giryama",,"nyf","nyf05","GRN / ROD","BM",4/1/2010 0:00:00
1038,"Sanya",,"ssn",,"GRN / ROD","BM",4/1/2010 0:00:00
1040,"Sonjo",,"soz",,"GRN / ROD","BM",4/1/2010 0:00:00
1041,"Malawi",,"tog",,"GRN / ROD","BM",4/1/2010 0:00:00
1042,"Wanji",,"wbi",,"GRN / ROD","BM",4/1/2010 0:00:00
1043,"Kindiga",,"hts",,"GRN / ROD","BM",4/1/2010 0:00:00
1046,"Arabic, Moroccan",,"ary",,"GRN / ROD","BM",4/1/2010 0:00:00
1047,"Chonyi",,"coh",,"GRN / ROD","BM",4/1/2010 0:00:00
1048,"Satipo",,"cni",,"GRN / ROD","BM",4/1/2010 0:00:00
1049,"Iramba",,"nim",,"GRN / ROD","BM",4/1/2010 0:00:00
1050,"Kitharaka",,"thk",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
1051,"Ngonde",,"nyy",,"GRN / ROD","BM",4/1/2010 0:00:00
1052,"Kaguru",,"kki",,"GRN / ROD","BM",4/1/2010 0:00:00
